ParkName,County,ParkIdentifier,ParkAddress,FireAuthority,Jurisdiction,MH_Spaces,RV_Lots_W_Drains,RV_Lots_WO_Drains,OperatedBy,FullAddress,Address,City,State,Zip
ROLL A HOME MHP,SUTTER,51-0011-MP,"1781 FRANKLIN RD, YUBA CITY, CA 95993, (530) 673-7534","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",62,0,0,"MORRIS, CRAIG & CINDY, 205 WOODLAND RD, KENTFIELD, CA 94904","1781 FRANKLIN RD, YUBA CITY, CA 95993",1781 FRANKLIN RD,YUBA CITY,CA,95993
RIVERSIDE MHP,SUTTER,51-0012-MP,"1099 MARKET ST CONTACT MARTY OR ED, YUBA CITY, CA 95991, (530) 671-1040","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",57,0,0,"HAYGOOD, MARGOT, PO BOX 5786, REDWOOD CITY, CA 94063","1099 MARKET ST CONTACT MARTY OR ED, YUBA CITY, CA 95991",1099 MARKET ST CONTACT MARTY OR ED,YUBA CITY,CA,95991
ROBBINS POOL MHP,SUTTER,51-0013-MP,"17441 HWY 113, ROBBINS, CA 95676, (310) 694-2070","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",13,0,0,"CASTANEDA, MONET, PO BOX 3041, REDONDO BEACH, CA 90277","17441 HWY 113, ROBBINS, CA 95676",17441 HWY 113,ROBBINS,CA,95676
FEATHER RIVER TIMBER LODGE,SUTTER,51-0014-MP,"2157 LIVE OAK BLVD, YUBA CITY, CA 95991, (530) 673-0184","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",5,0,0,"QUINTANA, GERALD, 1439 STONEY DRIVE, YUBA CITY, CA 95993","2157 LIVE OAK BLVD, YUBA CITY, CA 95991",2157 LIVE OAK BLVD,YUBA CITY,CA,95991
SUTTER OAKS MHP,SUTTER,51-0029-MP,"2 MI N KNIGHTS LNDG, HWY 113, ROBBINS, CA 95676, (530) 755-9857","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",5,0,0,"ROA, ADOLFO & CONSUELO ABARCA, 160 BEMMERLY WAY, WOODLAND, CA 95695","2 MI N KNIGHTS LNDG, HWY 113, ROBBINS, CA 95676",2 MI N KNIGHTS LNDG  HWY 113,ROBBINS,CA,95676
MOBILE RANCH PARK,SUTTER,51-0030-MP,"400 N WALTON AVE, YUBA CITY, CA 95993, (530) 674-1658","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",20,0,0,"HARRINGTON, DONALD & STESUKO, 420 EVERGREEN WY, YUBA CITY, CA 95991","400 N WALTON AVE, YUBA CITY, CA 95993",400 N WALTON AVE,YUBA CITY,CA,95993
TIERRA BUENA MHP 1,SUTTER,51-0031-MP,"1570 VILLA AVE, YUBA CITY, CA 95991, (530) 671-3640","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",16,0,0,"CHARTER, WARD, PO BOX 457, ZAMORA, CA 95698","1570 VILLA AVE, YUBA CITY, CA 95991",1570 VILLA AVE,YUBA CITY,CA,95991
RASULS MHP,SUTTER,51-0032-MP,"1454 HAYNE AVE, YUBA CITY, CA 95991, (530) 671-9367","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",2,0,0,"RASUL, BENJAMIN, 1454 HAYNE AVE #2, YUBA CITY, CA 95993","1454 HAYNE AVE, YUBA CITY, CA 95991",1454 HAYNE AVE,YUBA CITY,CA,95991
VERONA VILLAGE RIVER RESORT,SUTTER,51-0033-MP,"6985 GARDEN HWY, NICOLAUS, CA 95659, (196) 501-3047","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,10,9,"VERONA VILLAGE LLC, 2000 K STREET, SACRAMENTO, CA 95811","6985 GARDEN HWY, NICOLAUS, CA 95659",6985 GARDEN HWY,NICOLAUS,CA,95659
COUNTRY VILLAGE MHC,SUTTER,51-0034-MP,"350 NORTH GEORGE WASHINGTON BLVD, YUBA CITY, CA 95993, (949) 388-8191","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",35,0,0,"COUNTRY VILLAGE MHC, LLC, PO BOX 1646, SAN JUAN CAPISTRANO, CA 92693","350 NORTH GEORGE WASHINGTON BLVD, YUBA CITY, CA 95993",350 NORTH GEORGE WASHINGTON BLVD,YUBA CITY,CA,95993
VILLAGE GREEN MHP,SUTTER,51-0035-MP,"1155 PEASE RD, YUBA CITY, CA 95991, (530) 671-2544","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",190,0,0,"BEUTLER, WAYNE, 3120 LIVEOAK BLVD #104, YUBA CITY, CA 95991","1155 PEASE RD, YUBA CITY, CA 95991",1155 PEASE RD,YUBA CITY,CA,95991
TIERRA BUENA MHP 2,SUTTER,51-0037-MP,"2864 JEFFERSON RD, YUBA CITY, CA 95993, (530) 674-0521","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",28,0,0,"COMMUNITY EQUITY GROUP, PO BOX 1428, OAKDALE, CA 95361","2864 JEFFERSON RD, YUBA CITY, CA 95993",2864 JEFFERSON RD,YUBA CITY,CA,95993
LAKE MINDEN,SUTTER,51-0038-MP,"1256 MARCUM RD, NICOLAUS, CA 95659, (530) 656-2701","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,49,274,"MHC NAC, LP, C/O BUISNESS LICENSES, LLC PO BOX 8000, MONSEY, NY 10952","1256 MARCUM RD, NICOLAUS, CA 95659",1256 MARCUM RD,NICOLAUS,CA,95659
DEL PRADO MOBILE HOME PARK,SUTTER,51-0039-MP,"1695 BUTTE HOUSE RD, YUBA CITY, CA 95993, (530) 673-7300","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",184,0,0,"JONES, ESQUIVEL & WALLACE PARTNERSHIP, 16175 MONTEREY RD STE B, MORGAN HILL, CA 95037","1695 BUTTE HOUSE RD, YUBA CITY, CA 95993",1695 BUTTE HOUSE RD,YUBA CITY,CA,95993
SAMRA MHP,SUTTER,51-0043-MP,"3761 POWERLINE RD, NICOLAUS, CA 95659, (916) 408-7434","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",3,0,0,"GURDIP, SAMRA, 3575 ROCKY HILL COURT, LOOMIS, CA 95650","3761 POWERLINE RD, NICOLAUS, CA 95659",3761 POWERLINE RD,NICOLAUS,CA,95659
LIVE OAK SENIOR MOBILE HOME PARK,SUTTER,51-0045-MP,"10383 LARKIN RD, LIVE OAK, CA 95953, (530) 695-2910","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",55,0,0,"LIVE OAK SENIOR MOBILE HOME PARK, LLC, C/O NANCY MORRIS PO BOX 117717, BURLINGAME, CA 94011","10383 LARKIN RD, LIVE OAK, CA 95953",10383 LARKIN RD,LIVE OAK,CA,95953
VERONA MARINA,SUTTER,51-0047-MP,"6955 GARDEN HWY, NICOLAUS, CA 95659, (916) 927-8387","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,1,43,"WALKER, GREG, 3095 DUSTY LANE, LOOMIS, CA 95650","6955 GARDEN HWY, NICOLAUS, CA 95659",6955 GARDEN HWY,NICOLAUS,CA,95659
D&H LLC MHP,SUTTER,51-0048-MP,"2160 LIVE OAK BLVD, YUBA CITY, CA 95991, (530) 674-8539","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",62,0,0,"JOHLS, G, B, S JOHLS, 2092 LIVE OAK BLVD, YUBA CITY, CA 95991","2160 LIVE OAK BLVD, YUBA CITY, CA 95991",2160 LIVE OAK BLVD,YUBA CITY,CA,95991
DELL WAYNE ESTATES,SUTTER,51-0049-MP,"3120 LIVE OAK BLVD, YUBA CITY, CA 95991, (530) 674-3339","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",217,0,0,"BEUTLER, JOHN, 3120 LIVE OAK BLVD #104, YUBA CITY, CA 95991","3120 LIVE OAK BLVD, YUBA CITY, CA 95991",3120 LIVE OAK BLVD,YUBA CITY,CA,95991
FAIRVIEW MHP,SUTTER,51-0050-MP,"216 WILBUR AVE, YUBA CITY, CA 95991, (530) 923-7961","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",20,0,0,"GARCIA-SAMANO, LUIS, 1902 ELMER AVE, YUBA CITY, CA 95993","216 WILBUR AVE, YUBA CITY, CA 95991",216 WILBUR AVE,YUBA CITY,CA,95991
MILL CREEK RESORT,TEHAMA,52-0001-MP,"40271 STATE HWY 172, MILL CREEK, CA 96061, (530) 595-4449","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,8,0,"MOUNTAIN MOONRISE LLC, 40271 HWY 172  -  OFFICE, MILL CREEK, CA 96061","40271 STATE HWY 172, MILL CREEK, CA 96061",40271 STATE HWY 172,MILL CREEK,CA,96061
PETTICOAT JUNCTION,TEHAMA,52-0003-MP,"13522 HWY 36E, RED BLUFF, CA 96080, (707) 998-3620","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",10,0,0,"FOX, DAPHNE, ATTORNEY AT LAW PO BX 1210, CLEARLAKE OAKS, CA 95423","13522 HWY 36E, RED BLUFF, CA 96080",13522 HWY 36E,RED BLUFF,CA,96080
THE RIVER LODGE,TEHAMA,52-0006-MP,"24620 TEHAMA VINA RD, LOS MOLINOS, CA 96055, (530) 384-1919","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,20,12,"SACRAMENTO RIVER FISHING RESORT AT LOS MOLINOS LLC, 3511 DEL PASO RD RM 240 SUITE # 160, SACRAMENTO, CA 95835","24620 TEHAMA VINA RD, LOS MOLINOS, CA 96055",24620 TEHAMA VINA RD,LOS MOLINOS,CA,96055
LAZY CORRAL TRAILER CT,TEHAMA,52-0007-MP,"2120 FIG LN, CORNING, CA 96021, (530) 824-1234","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",37,0,13,"Q. J. OW, PO BOX 12632, SAN FRANCISCO, CA 94112","2120 FIG LN, CORNING, CA 96021",2120 FIG LN,CORNING,CA,96021
RIVER INN MOBILE HOME PARK,TEHAMA,52-0008-MP,"24630 TEHAMA VINA RD, LOS MOLINOS, CA 96055, (530) 384-2080","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",1,17,16,"CCI PROPERTY MANAGEMENT, 144 S FIRST AVE, OAKDALE, CA 95361","24630 TEHAMA VINA RD, LOS MOLINOS, CA 96055",24630 TEHAMA VINA RD,LOS MOLINOS,CA,96055
RIVERS EDGE RV RESORT,TEHAMA,52-0010-MP,"25 GILMORE RD, RED BLUFF, CA 96080, (916) 419-5002","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",1,52,0,"RIVERS EDGE RV REDBLUFF LLC, 22880 SAVI RANCH PKWY, YORBA LINDA, CA 92887","25 GILMORE RD, RED BLUFF, CA 96080",25 GILMORE RD,RED BLUFF,CA,96080
WOODSON BRIDGE ESTATES,TEHAMA,52-0011-MP,"3835 GARDINER FERRY RD, CORNING, CA 96021, (530) 824-1929","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",105,0,0,"DOWNEY, BRAD, 974 NW MAHOGANY LN, SILVERDALE, WA 98383","3835 GARDINER FERRY RD, CORNING, CA 96021",3835 GARDINER FERRY RD,CORNING,CA,96021
WOODSON BRIDGE RV PARK,TEHAMA,52-0012-MP,"25433 SOUTH AVE, CORNING, CA 96021, (530) 839-2151","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",31,73,7,"WOODSON BRIDGE LLC, 481 N SANTA CRUZ AVE SUITE # 285, LOS GATOS, CA 95030","25433 SOUTH AVE, CORNING, CA 96021",25433 SOUTH AVE,CORNING,CA,96021
COUNTRY CORNER,TEHAMA,52-0014-MP,"7185 HWY 99 WEST RD, GERBER, CA 96035, (530) 824-5955","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",16,0,0,"CALDERON, ERICK, 22835 POMONA AVE, GERBER, CA 96035","7185 HWY 99 WEST RD, GERBER, CA 96035",7185 HWY 99 WEST RD,GERBER,CA,96035
FRIENDLY ACRES MHP,TEHAMA,52-0015-MP,"12055 HWY 99 WEST, RED BLUFF, CA 96080, (916) 456-0931","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",50,0,0,"STATHOS/STROTH, 4172 HENSLEY CIR, EL DORADO HILLS, CA 95762","12055 HWY 99 WEST, RED BLUFF, CA 96080",12055 HWY 99 WEST,RED BLUFF,CA,96080
BLOSSOM TRAILER PARK,TEHAMA,52-0016-MP,"2175 BLOSSOM AVE, CORNING, CA 96021, (530) 284-7990","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",11,1,0,"GREENVILLE RANCHERIA, PO BOX 279, GREENVILLE, CA 95947","2175 BLOSSOM AVE, CORNING, CA 96021",2175 BLOSSOM AVE,CORNING,CA,96021
RIVER VIEW MHC,TEHAMA,52-0017-MP,"11705 PAREY AVE, RED BLUFF, CA 96080, (888) 508-8344","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",47,7,0,"RIVER VIEW MH LLC, 3308 EL CAMINO AVE 300-608, SACRAMENTO, CA 95821","11705 PAREY AVE, RED BLUFF, CA 96080",11705 PAREY AVE,RED BLUFF,CA,96080
RIVER INN MHP,TEHAMA,52-0019-MP,"24660 TEHAMA VINA RD, LOS MOLINOS, CA 96055, (530) 384-2080","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",57,0,8,"WARREN FAMILY INVESTMENT PARTNERSHIP A CALIFORNIA LIMITED PARTNERSHIP, 144 S FIRST AVE, OAKDALE, CA 95361","24660 TEHAMA VINA RD, LOS MOLINOS, CA 96055",24660 TEHAMA VINA RD,LOS MOLINOS,CA,96055
WILLOW TRAILER PARK,TEHAMA,52-0021-MP,"8165 E 99 HWY, LOS MOLINOS, CA 96055, (530) 899-7995","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",10,0,0,"GUERRA, MANUEL, 8169A STATE HIGHWAY 99E, LOS MOLINOS, CA 96055","8165 E 99 HWY, LOS MOLINOS, CA 96055",8165 E 99 HWY,LOS MOLINOS,CA,96055
FLYING A MOBILE HOME PARK,TEHAMA,52-0022-MP,"165 S MAIN ST, RED BLUFF, CA 96080, (530) 529-0806","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",61,5,0,"FLYING A MHP LLC, 3511 DEL PASO RD # 160147, SACRAMENTO, CA 95835","165 S MAIN ST, RED BLUFF, CA 96080",165 S MAIN ST,RED BLUFF,CA,96080
VOLCANO COUNTRY RV PARK,TEHAMA,52-0023-MP,"HWY 36 EAST, MINERAL, CA 96063, (530) 595-3347","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,25,0,"GLENN, BETH & JAMES, PO BOX 55, MINERAL, CA 96063","HWY 36 EAST, MINERAL, CA 96063",HWY 36 EAST,MINERAL,CA,96063
HIDDEN HARBOR MARINA & RV PARK,TEHAMA,52-0025-MP,"24680 HIDDEN HARBOR DR, LOS MOLINOS, CA 96055, (530) 384-1800","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",11,80,4,"LEUNG, SYLVIA, 43450 SABERCAT ROAD, FREMONT, CA 94539","24680 HIDDEN HARBOR DR, LOS MOLINOS, CA 96055",24680 HIDDEN HARBOR DR,LOS MOLINOS,CA,96055
THE VILLAGE AT HIGHLANDS,TEHAMA,52-0026-MP,"41500 HWY 36 EAST, MILL CREEK, CA 96061, (530) 595-3383","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,24,0,"WILSEY, KENNETH, 14524 CANTRELL RD SUITE # 140-307, LITTLE ROCK, AR 72223","41500 HWY 36 EAST, MILL CREEK, CA 96061",41500 HWY 36 EAST,MILL CREEK,CA,96061
GATEWAY MHP,TEHAMA,52-0028-MP,"519 ANTELOPE BLVD, RED BLUFF, CA 96080, (530) 529-5532","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",32,0,0,"RASNCC HOLDINGS, LLC, PO BOX 974, CLAYTON, CA 94517","519 ANTELOPE BLVD, RED BLUFF, CA 96080",519 ANTELOPE BLVD,RED BLUFF,CA,96080
NEW ORCHARD MOBILE HOME PARK,TEHAMA,52-0029-MP,"8255 HIGHWAY 99 EAST, LOS MOLINOS, CA 96055, (530) 384-2717","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",36,7,0,"ROTHSCHILD, RICHARD, 16115 MAYS AVE, MONTE SERENO, CA 95030","8255 HIGHWAY 99 EAST, LOS MOLINOS, CA 96055",8255 HIGHWAY 99 EAST,LOS MOLINOS,CA,96055
RIVER RANCH MOBILE HOME PARK,TEHAMA,52-0030-MP,"600 RIO VISTA AVE, RED BLUFF, CA 96080, (530) 727-9330","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",102,7,0,"RIVER RANCH MOBILE HOME PARK LLC, 1310 MONUMENT BLVD SUITE # C, CONCORD, CA 94520","600 RIO VISTA AVE, RED BLUFF, CA 96080",600 RIO VISTA AVE,RED BLUFF,CA,96080
GOLDEN ACRES MHP,TEHAMA,52-0031-MP,"22519 OLIVE WOOD AVE, CORNING, CA 96021, (530) 824-3417","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",12,0,0,"RET RENTALS LLC, 859 WASHINGTON ST PMB 198, RED BLUFF, CA 96080","22519 OLIVE WOOD AVE, CORNING, CA 96021",22519 OLIVE WOOD AVE,CORNING,CA,96021
ANTELOPE CREEK MHP,TEHAMA,52-0032-MP,"24850 5TH AVE, LOS MOLINOS, CA 96055, (530) 537-3447","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",40,13,0,"ANTELOPE CREEK MHP LLC, PO BOX 200, ANDERSON, CA 96007","24850 5TH AVE, LOS MOLINOS, CA 96055",24850 5TH AVE,LOS MOLINOS,CA,96055
MANTON TRAILER PARK,TEHAMA,52-0033-MP,"31300 MANTON ROAD, MANTON, CA 96059, (530) 215-0692","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",14,0,0,"RET RENTALS LLC, 859 WASHINGTON ST PMB 198, RED BLUFF, CA 96080","31300 MANTON ROAD, MANTON, CA 96059",31300 MANTON ROAD,MANTON,CA,96059
BEND MOBILE HOME & RV PARK,TEHAMA,52-0035-MP,"21795 BEND FERRY RD, RED BLUFF, CA 96080, (530) 527-6289","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",27,5,12,"BIG BEND MOBILE HOME PARK, LLC, 22880 SAVI RANCH PKWY, YORBA LINDA, CA 92887","21795 BEND FERRY RD, RED BLUFF, CA 96080",21795 BEND FERRY RD,RED BLUFF,CA,96080
ANTELOPE HOMEWOOD MHP,TEHAMA,52-0036-MP,"240 BELLE MILL RD, RED BLUFF, CA 96080, (530) 209-9866","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",44,0,0,"WESTBY, DAVID, PO BOX 991208, REDDING, CA 96099","240 BELLE MILL RD, RED BLUFF, CA 96080",240 BELLE MILL RD,RED BLUFF,CA,96080
HI & DRY MOBILE HOME PARK,TEHAMA,52-0037-MP,"24800 TAFT ST, LOS MOLINOS, CA 96055, (530) 588-1083","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",13,0,0,"KLINESTEKER, COLIN, 25020 MAREK RD, LOS MOLINOS, CA 96055","24800 TAFT ST, LOS MOLINOS, CA 96055",24800 TAFT ST,LOS MOLINOS,CA,96055
SAMERON RANCH & MOBILE HOME PARK,TEHAMA,52-0038-MP,"23741 TEHAMA AVE, GERBER, CA 96035, (530) 524-5249","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",5,0,0,"ECKELS, LEZLIE, 23741 TEHAMA AVE, GERBER, CA 96035","23741 TEHAMA AVE, GERBER, CA 96035",23741 TEHAMA AVE,GERBER,CA,96035
